0,133.0
1,130.0
2,130.0
3,90.0
4,144.0
5,142.0
6,183.0
7,70.0
8,29.1
9,26.6
10,70.5
11,62.5
12,76.0
13,108.0
14,72.9
15,77.2
16,31.3
17,61.0
18,67.0
19,65.9
20,63.2
21,64.4
22,64.4
23,68.6
24,64.5
25,64.6
26,68.8
27,71.3
28,62.2
29,64.5
30,59.9
31,53.2
32,63.2
33,65.2
34,62.4
35,61.5
36,61.0
37,61.0
38,59.0
39,60.0
40,58.0
41,56.0
42,59.0
43,59.8
44,46.8
45,45.3
46,28.6
47,31.8
48,7.6
49,60.0
50,28.9
51,61.1
52,57.8
53,57.4
54,54.0
55,42.3
56,46.9
57,75.0
58,126.0
59,26.7
60,28.1
61,41.4
62,48.6
63,34.7
64,30.5
65,41.0
66,41.9
67,41.2
68,29.3
69,30.0
70,30.6
71,30.5
72,27.2
73,29.5
74,35.6
75,35.2
76,105.0
77,43.0
78,59.0
79,40.0
80,50.0
81,118.0
82,100.0
83,126.0
84,69.2
85,75.3
86,134.0
87,100.0
88,58.0
89,55.0
90,147.0
91,67.0
92,76.2
93,80.3
94,90.0
95,76.3
96,66.0
97,67.0
98,83.0
99,47.5
100,40.1
101,76.8
102,64.0
103,85.0
104,101.0
105,58.0
106,63.0
107,133.0
108,44.7
109,413.0
110,39.0
111,40.0
112,38.8
113,48.0
114,40.6
115,41.0
116,23.0
117,30.0
118,28.0
119,28.9
120,30.5
121,29.0
122,27.5
123,27.0
124,25.4
125,45.6
126,30.5
127,35.0
128,29.0
129,46.5
130,21.9
131,28.8
132,33.2
133,35.3
134,56.8
135,74.6
136,31.0
137,44.0
138,25.6
139,39.9
140,27.0
141,29.3
142,29.7
143,46.5
144,37.9
145,36.0
146,34.0
147,29.1
148,19.0
149,20.0
150,28.0
151,32.0
152,21.0
153,21.0
154,29.9
155,23.0
156,24.3
157,25.6
158,32.2
159,36.0
160,49.4
161,31.0
162,29.8
163,48.1
164,29.4
165,13.3
166,13.0
167,31.0
168,33.0
169,9.0
170,38.8
171,38.0
172,36.0
173,37.4
174,53.2
175,32.0
176,15.0
177,33.6
178,29.9
179,18.4
180,23.0
181,20.9
182,19.3
183,31.6
184,27.0
185,25.0
186,29.3
187,12.7
188,6.8
189,25.0
190,18.6
191,29.2
192,17.0
193,20.4
194,17.6
195,38.5
196,56.2
197,57.9
198,54.0
199,31.0
200,48.0
201,29.0
202,87.5
203,90.0
204,49.0
205,60.0
206,30.0
207,33.0
208,18.0
209,13.0
210,25.0
211,24.0
212,79.5
213,44.3
214,51.0
215,35.8
216,67.0
217,27.4
218,23.3
219,15.4
220,25.5
221,26.7
222,30.0
223,23.2
224,31.7
225,29.1
226,26.0
227,15.2
228,22.5
229,20.1
230,25.5
231,19.0
232,19.7
233,20.2
234,23.0
235,29.7
236,24.0
237,19.6
238,20.9
239,32.7
240,28.0
241,27.0
242,28.7
243,27.9
244,24.6
245,33.0
246,22.0
247,30.0
248,14.0
249,10.0
250,27.0
251,30.0
252,11.0
253,1.03
254,34.3
255,40.2
256,49.4
257,27.0
258,50.2
259,56.4
260,36.0
261,42.0
262,45.3
263,22.0
264,27.6
265,155.0
266,55.7
267,42.0
268,62.0
269,33.9
270,37.7
271,31.9
272,32.2
273,22.9
274,22.3
275,21.0
276,23.8
277,39.0
278,38.5
279,38.5
280,25.0
281,20.8
282,37.0
283,40.0
284,29.0
285,39.0
286,82.0
287,24.7
288,21.6
289,25.4
290,14.2
291,22.2
292,30.1
293,27.3
294,35.4
295,39.8
296,25.4
297,32.4
298,26.0
299,32.7
300,41.5
301,24.1
302,35.9
303,37.2
304,44.1
305,42.5
306,33.5
307,34.8
308,38.6
309,44.4
310,39.3
311,36.5
312,38.8
313,36.4
314,32.0
315,35.0
316,34.3
317,34.0
318,39.8
319,39.4
320,35.6
321,34.2
322,38.5
323,38.2
324,33.7
325,29.7
326,34.0
327,34.9
328,36.2
329,33.8
330,31.8
331,29.4
332,32.8
333,33.5
334,35.2
335,32.0
336,33.0
337,29.0
338,32.0
339,40.0
340,34.0
341,33.9
342,34.5
343,36.1
344,38.2
345,32.4
346,40.0
347,41.0
348,44.0
349,38.0
350,38.0
351,29.0
352,47.0
353,41.0
354,43.0
355,33.5
356,32.9
357,38.4
358,34.2
359,42.0
360,34.0
361,38.0
362,42.4
363,40.0
364,42.3
365,42.7
366,32.0
367,36.9
368,42.0
369,35.5
370,33.0
371,29.1
372,29.5
373,37.7
374,29.7
375,31.8
376,30.2
377,30.8
378,28.5
379,30.1
380,30.1
381,26.8
382,26.0
383,23.2
384,45.0
385,42.7
386,26.4
387,25.7
388,27.9
389,27.9
390,28.0
391,21.6
392,26.3
393,27.8
394,34.3
395,40.0
396,19.3
397,20.5
398,30.5
399,26.4
400,29.0
401,34.9
402,30.0
403,26.9
404,33.7
405,32.2
406,28.5
407,24.3
408,22.4
409,40.8
410,111.8
411,152.0
412,38.1
413,38.1
414,24.0
415,35.8
416,34.2
417,42.0
418,42.7
419,47.1
420,45.7
421,29.6
422,19.0
423,32.3
424,38.0
425,39.8
426,42.9
427,23.8
428,40.0
429,33.6
430,42.6
431,45.0
432,50.4
433,36.7
434,24.3
435,34.6
436,36.0
437,44.6
438,43.5
439,35.4
440,152.0
441,30.0
442,30.0
443,32.3
444,32.3
445,33.0
446,33.0
447,64.2
448,39.7
449,32.0
450,80.9
451,80.3
452,56.7
453,54.5
454,33.3
455,54.6
456,54.2
457,75.0
458,59.4
459,40.4
460,44.0
461,46.9
462,48.0
463,47.0
464,47.0
465,110.0
466,101.0
467,48.0
468,38.0
469,39.4
470,53.3
471,44.7
472,39.5
473,44.0
474,21.0
475,19.5
476,35.0
477,47.0
478,26.8
479,25.8
480,35.0
481,58.0
482,33.4
483,33.4
484,43.3
485,38.2
486,29.6
487,32.6
488,31.6
489,29.0
490,33.0
491,28.0
492,34.2
493,34.6
494,37.4
495,37.4
496,30.7
497,30.8
498,36.0
499,30.8
500,29.8
501,28.4
502,27.4
503,29.2
504,24.0
505,32.4
506,93.0
507,107.0
508,34.0
509,52.7
510,44.7
511,50.6
512,42.9
513,48.6
514,48.5
515,46.8
516,43.2
517,47.3
518,42.8
519,47.2
520,47.2
521,5.1
522,25.4
523,46.0
524,21.4
525,31.0
526,24.8
527,28.4
528,30.7
529,27.2
530,29.4
531,32.4
532,17.0
533,30.7
534,25.9
535,27.2
536,37.8
537,31.8
538,29.7
539,48.1
540,60.0
541,219.0
